Wine Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Bottle Image,One Liner Description,Vintage,Soil Type,Grape Variety,Wine Type,Price of Bottle,Long decription,Winemaking Method,Ageing,Tasting Notes,Food Pairing,Expert Ratings,Soil_Text,VariantID,AltName
Maison Nicolas Potel Saint-Romain Blanc 2007,maison-nicolas-potel-saint-romain-blanc-2007,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27752998dcbdaee02411,Thu Dec 12 2024 18:12:05 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27752998dcbdaee023ae_6732083a977517353b70aa48_Maison%2520Nicolas%2520Potel%2520Saint-Romain%2520Blanc.png,,"2005, 2007, 2009",clay,chardonnay,white,488,,Fermented in neutral barrels,10-12 months in French oak,"Citrus, white flowers, slight nuttiness","Grilled seafood, creamy pasta",90-92 points,,355101,Maison Nicolas Potel Saint-Romain Blanc 2007
Maison de Montille Pommard 1er Cru Pomone 2019,maison-de-montille-pommard-1er-cru-pomone-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277566b985d10e7f7756,Thu Dec 12 2024 18:12:05 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277466b985d10e7f7504_67386df97ac5550075ad11c6_Maison%2520de%2520Montille%2520Pommard%25201er%2520Cru%2520Pomone%25202019.png,,"2015, 2019, 2020",limestone,pinot-noir,red,798,,"Biodynamic practices, natural ferment",12-14 months in French oak,"Intense red berries, floral notes, refined tannins","Herb-crusted lamb, truffle dishes",92-95 points,,355099,Maison de Montille Pommard 1er Cru Pomone 2019
"Marchand Tawse, Clos de la Roche Grand Cru 2012",marchand-tawse-clos-de-la-roche-grand-cru-2012,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2775309e3b68f053721a,Thu Dec 12 2024 18:12:05 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2775309e3b68f05371ea_67386df981d888807b9bb9f7_Marchand%2520Tawse%252C%2520Clos%2520de%2520la%2520Roche%2520Grand%2520Cru%25202012.png,,"2009, 2012, 2015",rocky-limestone,pinot-noir,red,2580,,"Native yeast ferment, whole-cluster",18-24 months in French oak,"Layers of red fruits, spices, and forest floor complexity","Roast duck, venison, aged Gruyere",94-97 points,,355103,"Marchand Tawse, Clos de la Roche Grand Cru 2012"
Marchesi di Barolo 'Barolo' DOCG Piedmont 1952,marchesi-di-barolo-barolo-docg-piedmont-1952,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2775abc5beb691c6a6a9,Thu Dec 12 2024 18:12:05 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2775abc5beb691c6a699_67386dfdcab8ba18ca6f17f1_Marchesi%2520di%2520Barolo%2520%2527Barolo%2527%2520DOCG%2520Piedmont%25201952.png,,"1952, 1961, 1971",marl,nebbiolo,red,998,,"Long maceration, traditional ferment",Aged in large Slavonian oak,"Leather, dried cherry, tobacco, ethereal bouquet","Braised beef, osso buco, black truffle dishes",Historical classic,,355105,Marchesi di Barolo 'Barolo' DOCG Piedmont 1952
Markus Molitor Riesling Haus Klosterberg Cuvee Sekt Brut NV,markus-molitor-riesling-haus-klosterberg-cuvee-sekt-brut-nv,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2775f9e406bf85e2a458,Thu Dec 12 2024 18:12:05 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2775f9e406bf85e2a3e0_6734e1e95a1826ab32a7957e_Markus%2520Molitor%2520Riesling%2520Haus%2520Klosterberg%2520Cuvee%2520Sekt%2520Brut%2520NV.png,,NV,slate,riesling,white,248,,Bottle-fermented sparkling wine,12-24 months sur lie,"Crisp green apple, citrus zest, mineral backbone","Oysters, sushi, fresh salads",89-91 points,,355107,Markus Molitor Riesling Haus Klosterberg Cuvee Sekt Brut NV
Markus Molitor Urziger Wurzgarten Riesling Spatlese Dry 2020,markus-molitor-urziger-wurzgarten-riesling-spatlese-dry-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277606bd6c89359ba147,Thu Dec 12 2024 18:12:06 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:21 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277606bd6c89359ba0d3_6734e1e9d444c8d905bf20ed_Markus%2520Molitor%2520Urziger%2520Wurzgarten%2520Riesling%2520Spatlese%2520Dry%25202020.png,,"2018, 2020, 2021",slate,riesling,white,285,,"Natural fermentation, cool temps",Stainless steel & neutral barrels,"Exotic fruits, lime, flinty minerality","Spicy dishes, seafood, soft cheeses",94-96 points,,355109,Markus Molitor Urziger Wurzgarten Riesling Spatlese Dry 2020
Mascarello Michele Barolo Riserva Speciale Podere Rocchette 1967,mascarello-michele-barolo-riserva-speciale-podere-rocchette-1967,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277653ee6074439e7097,Thu Dec 12 2024 18:12:06 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277653ee6074439e7079_6732083c2ccae61f6c8bb732_Mascarello%2520Michele%2520Barolo%2520Riserva%2520Speciale%2520Podere%2520Rocchette%25201967.png,,"1961, 1967, 1974",clay; limestone,nebbiolo,white,778,,"Traditional maceration, slow fermentation",Extended Slavonian oak aging,"Matured truffle, rose petals, tar notes, ethereal finish","Aged steaks, porcini mushrooms, rich risottos",Legendary vintage,,355111,Mascarello Michele Barolo Riserva Speciale Podere Rocchette 1967
Masi Costasera Amarone Classico DOCG (Year of Dragon Special Edition) 2018,masi-costasera-amarone-classico-docg-year-of-dragon-special-edition-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27772d9d5305f3f2b923,Thu Dec 12 2024 18:12:07 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27762d9d5305f3f2b889_67386dfaf54ebe0d021e0460_Masi%2520Costasera%2520Amarone%2520Classico%2520DOCG%2520(Year%2520of%2520Dragon%2520Special%2520Edition)%25202018.png,,"2015, 2016, 2018",limestone; volcanic-soils,corvina; rondinella; molinara,red,438,,"Appassimento drying, slow ferment",24-36 months in oak,"Intense black cherry, cocoa, sweet spices","Aged Parmigiano, hearty stews, dark chocolate",93-95 points,,355113,Masi Costasera Amarone Classico DOCG (Year of Dragon Special Edition) 2018
Mate Brunello di Montalcino 2017,mate-brunello-di-montalcino-2017,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2776fb10441f81010d16,Thu Dec 12 2024 18:12:06 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2776fb10441f81010cff_67386df90ff4a1de0ccce888_Mate%2520Brunello%2520di%2520Montalcino%25202017.png,,"2015, 2017, 2019",clay; galestro,sangiovese-grosso,red,438,,"Small batch, native yeast ferment",36-48 months in French oak,"Cherry, tobacco, leather, elegant tannins","Bistecca alla Fiorentina, hard Italian cheeses",94-96 points,,355115,Mate Brunello di Montalcino 2017
"Matrot, Meursault 1er Cru, Perrieres 2021",matrot-meursault-1er-cru-perrieres-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2777cd0d40e1dbcc4e45,Thu Dec 12 2024 18:12:07 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2776cd0d40e1dbcc4dee_6734701377f8ebc01ddb2b3f_Matrot%252C%2520Meursault%25201er%2520Cru%252C%2520Perrieres%25202021.png,,"2017, 2020, 2021",limestone; clay,chardonnay,white,1580,,"Natural fermentation, neutral barrels",12-14 months in oak,"Citrus, white peach, hazelnut, mineral backbone","Lobster, creamy chicken dishes",92-94 points,,355117,"Matrot, Meursault 1er Cru, Perrieres 2021"
"Michel Bouzereau, Meursault 1er Cru, Genevrieres 2008",michel-bouzereau-meursault-1er-cru-genevrieres-2008,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277787d97e855054f97b,Thu Dec 12 2024 18:12:07 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:22 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277787d97e855054f974_6734e1e9d444c8d905bf20e6_Michel%2520Bouzereau%252C%2520Meursault%25201er%2520Cru%252C%2520Genevrieres%25202008.png,,"2005, 2008, 2012",clay-limestone,chardonnay,white,1398,,"Traditional vinification, oak ferment",12-18 months in oak,"Honeyed notes, baked apple, balanced acidity","Scallops, white truffle pasta",90-92 points,,355119,"Michel Bouzereau, Meursault 1er Cru, Genevrieres 2008"
Michel Magnien Gevrey Chambertin Aux Echezeaux 2020,michel-magnien-gevrey-chambertin-aux-echezeaux-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2777f842cac1bdb1247f,Thu Dec 12 2024 18:12:07 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:23 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2777f842cac1bdb1244b_67385ad44da80eda3844e127_Michel%2520Magnien%2520Gevrey%2520Chambertin%2520Aux%2520Echezeaux%25202020.png,,"2018, 2020, 2021",rocky-limestone,pinot-noir,red,588,,"Biodynamic, handpicked, whole cluster",12-18 months in French oak,"Dark cherry, violet, earthy spice","Roast duck, wild mushroom dishes",91-93 points,,355121,Michel Magnien Gevrey Chambertin Aux Echezeaux 2020
Michel Magnien Gevrey Chambertin Les Seuvrées VV 2020,michel-magnien-gevrey-chambertin-les-seuvrees-vv-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27778a2f1a58413fe46a,Thu Dec 12 2024 18:12:07 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:23 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27778a2f1a58413fe463_67385ad3ac831b128c8ae3e4_Michel%2520Magnien%2520Gevrey%2520Chambertin%2520Les%2520Seuvre%25CC%2581es%2520VV%25202020.png,,"2018, 2020, 2021",gravelly-soils,pinot-noir,red,568,,Whole-cluster fermentation,14-16 months in oak,"Black cherry, forest floor, silky tannins","Herb-crusted pork, beef bourguignon",90-92 points,,355123,Michel Magnien Gevrey Chambertin Les Seuvrées VV 2020
Michel Magnien Vosne Romanée VV 2020,michel-magnien-vosne-romanee-vv-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2778e0b0f105c7176f18,Thu Dec 12 2024 18:12:08 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:23 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2777e0b0f105c7176dde_67385ad37fdaa19e3bb21b04_Michel%2520Magnien%2520Vosne%2520Romane%25CC%2581e%2520VV%25202020.png,,"2017, 2019, 2020",clay-limestone,pinot-noir,red,858,,"Organic practices, native fermentation",16-18 months in French oak,"Raspberry, exotic spice, smooth texture","Lamb chops, truffle risotto",92-94 points,,355125,Michel Magnien Vosne Romanée VV 2020
Michel Niellon Chassagne Montrachet 1er Cru Clos de la Maltroie 2020,michel-niellon-chassagne-montrachet-1er-cru-clos-de-la-maltroie-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2778c032071eb45a476e,Thu Dec 12 2024 18:12:08 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:23 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2778c032071eb45a4665_67385ad4a8068b36ecb7b2d2_Michel%2520Niellon%2520Chassagne%2520Montrachet%25201er%2520Cru%2520Clos%2520de%2520la%2520Maltroie%25202020.png,,"2019, 2020, 2021",clay-limestone,chardonnay,white,799,,"Low intervention, neutral oak ferment",12-14 months in French oak,"Citrus, white flowers, toasted almond","Sea bass, creamy vegetable dishes",91-94 points,,355127,Michel Niellon Chassagne Montrachet 1er Cru Clos de la Maltroie 2020
Michel Niellon Chassagne Montrachet 2021,michel-niellon-chassagne-montrachet-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2778c223e83080057c99,Thu Dec 12 2024 18:12:08 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2778c223e83080057c70_67385ad4cab8ba18ca6441f5_Michel%2520Niellon%2520Chassagne%2520Montrachet%25202021.png,,"2018, 2020, 2021",clay,chardonnay,white,498,,"Traditional fermentation, oak barrels",10-12 months in French oak,"Lemon zest, green apple, subtle minerality","Grilled prawns, goat cheese tart",90-92 points,,355129,Michel Niellon Chassagne Montrachet 2021
Neirano Barolo Riserva 1985,neirano-barolo-riserva-1985,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27786391c7c3e2438242,Thu Dec 12 2024 18:12:08 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27786391c7c3e24381ee_67385ad31b7da7852951b74f_Neirano%2520Barolo%2520Riserva%25201985.png,,"1982, 1985, 1989",marl; clay,nebbiolo,red,818,,"Traditional vinification, long maceration",Aged in large Slavonian oak,"Matured leather, dried cherry, tobacco","Braised meats, aged Parmigiano",Vintage treasure,,355131,Neirano Barolo Riserva 1985
OBORA Julienas 2023,obora-julienas-2023,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2779884eb70453b03bc8,Thu Dec 12 2024 18:12:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2778884eb70453b03b09_67386df95cd48337ddf6e1d9_OBORA%2520Julienas%25202023.png,,2023,granite,gamay,red,328,,Carbonic maceration,Minimal oak ageing,"Bright red fruits, floral notes, lively acidity","Charcuterie, roasted chicken",Fresh and vibrant,,355133,OBORA Julienas 2023
Patrick Bouju Domaine de la Boheme Festejar Rose 2019,patrick-bouju-domaine-de-la-boheme-festejar-rose-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27792e7c71c0dd1fa47b,Thu Dec 12 2024 18:12:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27792e7c71c0dd1fa42f_6732083b790a1cecead01779_Patrick%2520Bouju%2520-%2520Domaine%2520de%2520la%2520Boheme%2520Festejar%2520Rose%25202019.png,,"NV, 2019, 2021",mixed-soils,gamay; blended-varietals,red,229,,"Natural winemaking, pétillant naturel",Minimal intervention,"Strawberry, wild herbs, refreshing bubbles","Light salads, tapas, soft cheeses",Artisan favorite,,355135,Patrick Bouju Domaine de la Boheme Festejar Rose 2019
Penfolds Bin 169 Cabernet Sauvignon 2018,penfolds-bin-169-cabernet-sauvignon-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2779b0e53cb6caee2a17,Thu Dec 12 2024 18:12:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2779b0e53cb6caee29fd_6734e1e9d76538209c91cd7f_Penfolds%2520Bin%2520169%2520Cabernet%2520Sauvignon%25202018.png,,"2016, 2018, 2019",terra-rossa,cabernet-sauvignon,red,1458,,"Modern vinification, small lot ferment",18 months in French oak,"Blackcurrant, cassis, mocha, powerful structure","Grilled steak, hard cheeses",94-96 points,,355137,Penfolds Bin 169 Cabernet Sauvignon 2018
Philippe Chavy Meursault Charmes Meursault Premier Cru 2020,philippe-chavy-meursault-charmes-meursault-premier-cru-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27792e4aa9fca2894c8b,Thu Dec 12 2024 18:12:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:24 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27792e4aa9fca2894c7d_6734e1ebc02b8e0e5204612c_Philippe%2520Chavy%2520Meursault%2520Charmes%2520Meursault%2520Premier%2520Cru%25202020.png,,"2019, 2020, 2021",clay-limestone,chardonnay,white,998,,"Handpicked, native yeast ferment",12-16 months in French oak,"Citrus zest, green apple, honey, mineral undertones","Lobster, creamy sauces, Comté cheese",91-94 points,,355139,Philippe Chavy Meursault Charmes Meursault Premier Cru 2020
Pierre Gimonnet et Fils Blanc de Blancs Gastronome Champagne 2016,pierre-gimonnet-et-fils-blanc-de-blancs-gastronome-champagne-2016,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2779465ad9a9657cc6ac,Thu Dec 12 2024 18:12:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2779465ad9a9657cc6a0_67386df970c197f9a507cb42_Pierre%2520Gimonnet%2520et%2520Fils%2520Blanc%2520de%2520Blancs%2520Gastronome%2520Champagne%25202016.png,,"2015, 2016, 2018",chalk,chardonnay,white,448,,Traditional Champagne method,4-5 years on lees,"Lemon curd, white flowers, brioche, elegant minerality","Oysters, smoked salmon, truffle chips",93-95 points,,355141,Pierre Gimonnet et Fils Blanc de Blancs Gastronome Champagne 2016
Pierre Yves Colin Morey Bourgogne Hautes Côtes de Beaune Blanc 2021,pierre-yves-colin-morey-bourgogne-hautes-cotes-de-beaune-blanc-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277b391a4ea24dcd26bd,Thu Dec 12 2024 18:12:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277b391a4ea24dcd2691_67385ad46ed6615bdc5e70d2_Pierre%2520Yves%2520Colin%2520Morey%2520Bourgogne%2520Hautes%2520Co%25CC%2582tes%2520de%2520Beaune%2520Blanc%25202021.png,,"2019, 2020, 2021",limestone,chardonnay,white,668,,"Minimal intervention, neutral oak",10-12 months in French oak,"White peach, citrus, subtle oak, vibrant acidity","Roast chicken, grilled sea bass",90-92 points,,355143,Pierre Yves Colin Morey Bourgogne Hautes Côtes de Beaune Blanc 2021
Pio Cesare Barolo DOCG Piedmont 1970,pio-cesare-barolo-docg-piedmont-1970,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277aa43a9e90f15118c3,Thu Dec 12 2024 18:12:10 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277aa43a9e90f1511898_67386df93c6b445a000e0d87_Pio%2520Cesare%2520Barolo%2520DOCG%2520Piedmont%25201970.png,,"1964, 1970, 1971",marl; clay,nebbiolo,red,898,,Traditional Barolo vinification,Large Slavonian oak; long ageing,"Dried cherry, leather, tar, mature tobacco","Braised lamb, aged Parmigiano, truffles",Vintage collectible,,355145,Pio Cesare Barolo DOCG Piedmont 1970
Piper Heidsieck Champagne Rare 2008,piper-heidsieck-champagne-rare-2008,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277ad05f410629a6d9b9,Thu Dec 12 2024 18:12:10 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277ad05f410629a6d9aa_67385ad362341f743988bdf1_Piper%2520Heidsieck%2520Champagne%2520Rare%25202008.png,,"2002, 2008, 2012",chalk; limestone,chardonnay; pinot-noir,sparkling,1338,,Traditional Champagne method,Over 8 years on lees,"Complex layers of citrus, honey, almond, toast","Caviar, seafood risotto, creamy cheeses",95-97 points,,355147,Piper Heidsieck Champagne Rare 2008
Pol Roger Blanc de Blancs 2015,pol-roger-blanc-de-blancs-2015,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277b0157ef5762bf15da,Thu Dec 12 2024 18:12:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:25 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277b0157ef5762bf15c6_6734e1ec2559d66254be2201_Pol%2520Roger%2520Blanc%2520de%2520Blancs%25202015.png,,"2013, 2015, 2018",chalk; limestone,chardonnay,sparkling; white,695,,Traditional method,Minimum 6 years on lees,"Lemon tart, green apple, almond, vibrant minerality","Sushi, scallops, creamy pasta dishes",93-95 points,,355149,Pol Roger Blanc de Blancs 2015
Produttori del Barbaresco Asili Barbaresco Riserva DOCG 2017,produttori-del-barbaresco-asili-barbaresco-riserva-docg-2017,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277b35c8eb9a8cb0ac77,Thu Dec 12 2024 18:12:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277a35c8eb9a8cb0ac44_6734e1ebbdd26229c6f22ca4_Produttori%2520del%2520Barbaresco%2520Asili%2520Barbaresco%2520Riserva%2520DOCG%25202017.png,,"2016, 2017, 2019",marl; limestone,nebbiolo,red,539,,"Long maceration, traditional style",36 months in large Slavonian oak,"Red cherry, rose petal, spice, firm structure","Veal, roasted game, mushroom risotto",94-96 points,,355151,Produttori del Barbaresco Asili Barbaresco Riserva DOCG 2017
Produttori del Barbaresco Barbaresco 1971,produttori-del-barbaresco-barbaresco-1971,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277b391a4ea24dcd26df,Thu Dec 12 2024 18:12:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277a391a4ea24dcd2682_6732083b31a447d9eeb65ff0_Produttori%2520del%2520Barbaresco%2520Barbaresco%25201971.png,,"1964, 1971, 1974",calcareous-marl,nebbiolo,red,888,,Traditional vinification,Large neutral oak casks; long ageing,"Dried roses, plum, tobacco, evolved complexity","Osso buco, aged cheeses, porcini dishes",Historical treasure,,355153,Produttori del Barbaresco Barbaresco 1971
Produttori del Barbaresco Montefico Barbaresco Riserva DOCG 2017,produttori-del-barbaresco-montefico-barbaresco-riserva-docg-2017,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277b9b03153bc38c35b9,Thu Dec 12 2024 18:12:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277b9b03153bc38c359c_6734e1ec3586da1ece07207a_Produttori%2520del%2520Barbaresco%2520Montefico%2520Barbaresco%2520Riserva%2520DOCG%25202017.png,,"2016, 2017, 2019",limestone; marl,nebbiolo,red,539,,Traditional winemaking,36 months in large Slavonian oak,"Black cherry, licorice, herbs, robust tannins","Short ribs, grilled meats, polenta",94-96 points,,355155,Produttori del Barbaresco Montefico Barbaresco Riserva DOCG 2017
Produttori del Barbaresco Montestefano Barbaresco Riserva DOCG 2017,produttori-del-barbaresco-montestefano-barbaresco-riserva-docg-2017,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b277e0e2c24f294d5f206,Thu Dec 12 2024 18:12:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:26 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b277e0e2c24f294d5f1e2_6734e1ea5f7e08ae1c86b606_Produttori%2520del%2520Barbaresco%2520Montestefano%2520Barbaresco%2520Riserva%2520DOCG%25202017.png,,"2016, 2017, 2019",clay; limestone,nebbiolo,red,539,,"Hand-harvested, long maceration",36 months in large Slavonian oak,"Dark berries, violets, spices, firm acidity","Duck confit, truffle pasta, hard cheeses",94-96 points,,355157,Produttori del Barbaresco Montestefano Barbaresco Riserva DOCG 2017
